code,label
V93.0,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Navire marchand \"
V93.1,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Navire de transport de passagers \"
V93.2,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Bateau de pêche \"
V93.3,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Autres embarcations à moteur \"
V93.4,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Bateau à voiles \"
V93.5,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Canoë ou kayak \"
V93.6,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Canot pneumatique (sans moteur) \"
V93.7,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Ski nautique \"
V93.8,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Autres embarcations sans moteur \"
V93.9,"Accident à bord d''un bateau, sans accident du bateau, ne causant ni noyade ni submersion - \ Embarcation non précisée \"
V94,"Accidents de transport par eau, autres et sans précision"
V94.0,"Accidents de transport par eau, autres et sans précision - \ Navire marchand \"
V94.1,"Accidents de transport par eau, autres et sans précision - \ Navire de transport de passagers \"
V94.2,"Accidents de transport par eau, autres et sans précision - \ Bateau de pêche \"
V94.3,"Accidents de transport par eau, autres et sans précision - \ Autres embarcations à moteur \"
V94.4,"Accidents de transport par eau, autres et sans précision - \ Bateau à voiles \"
V94.5,"Accidents de transport par eau, autres et sans précision - \ Canoë ou kayak \"
V94.6,"Accidents de transport par eau, autres et sans précision - \ Canot pneumatique (sans moteur) \"
V94.7,"Accidents de transport par eau, autres et sans précision - \ Ski nautique \"
V94.8,"Accidents de transport par eau, autres et sans précision - \ Autres embarcations sans moteur \"
V94.9,"Accidents de transport par eau, autres et sans précision - \ Embarcation non précisée \"
V95,Accident d'aéronef à moteur dans lequel un occupant est blessé
V95-V97,Accidents de transport aérien et de vol spatial
V95.0,Accident d'hélicoptère blessant un occupant
V95.1,"Accident de planeur à moteur, ultraléger motorisé (ULM) blessant un occupant"
V95.2,Accident d'autres aéronefs privés à voilure fixe blessant un occupant
V95.3,Accident d'aéronef commercial à voilure fixe blessant un occupant
V95.4,Accident de vaisseau spatial blessant un occupant
V95.8,Autres accidents d'aéronef blessant un occupant
V95.9,"Accident d''aéronef, sans précision, blessant un occupant"
V96,Accident d'aéronef sans moteur dans lequel un occupant est blessé
V96.0,Accident de ballon blessant un occupant
V96.1,Accident de deltaplane blessant un occupant
V96.2,Accident de planeur (sans moteur) blessant un occupant
V96.8,Autres accidents d'aéronef sans moteur blessant un occupant
V96.9,"Accident d''aéronef sans moteur, sans précision, blessant un occupant"
V97,Autres accidents de transport aérien précisés
V97.0,Occupant d'un aéronef blessé dans d'autres accidents de transport aérien précisés
V97.1,Personne blessée en montant ou descendant de l'aéronef
V97.2,Parachutiste blessé dans un accident de transport aérien
V97.3,Personne au sol blessée dans un accident de transport aérien
V97.8,"Autres accidents de transport aérien, non classés ailleurs"
W94,Exposition à une dépression et une hyperpression et à des changements de pression barométriques
V98,Autres accidents de transport précisés
W02,"Chute impliquant des patins à glace, des skis, des patins à roulettes ou une planche à roulettes"
W10,Chute dans et d'un escalier et de marches
W65-W74,Noyade et submersion accidentelles
X00,"Exposition à un feu non maitrisé, dans un bâtiment ou un ouvrage"
W01,"Chute de plain-pied résultant de glissade, faux-pas et trébuchement"
W52,"Ecrasement, poussée ou piétinement par une foule humaine"
W04,"Chute, en étant porté ou soutenu par des tiers"
W05,Chute d'un fauteuil roulant
W06,Chute d'un lit
W07,Chute d'une chaise
W08,Chute d'un autre meuble
W09,Chute du haut d'agrès équipant un terrain de jeux
W11,Chute sur ou d'une échelle
W12,Chute sur ou d'un échafaudage
W13,Chute du haut d'un bâtiment ou d'un autre ouvrage
W20,Heurt causé par le lancement ou la chute (d'un)(d') objet(s)
W14,Chute du haut d'un arbre
W15,Chute d'une falaise
W16,Plongée ou saut dans l'eau provoquant une lésion traumatique autre que noyade ou submersion
W81,Confinement ou emprisonnement dans un environnement pauvre en oxygène
W17,Autre chute d'un niveau à un autre
W18,Autre chute de plain-pied
W19,"Chute, sans précision"
W20-W49,Exposition à des forces mécaniques
W21,Heurt contre ou par du matériel de sport
W24,"Contact avec (un)(des) dispositif(s) de levage et de transmission, non classé(s) ailleurs"
W50-W64,Exposition à des forces animées
X60-X84,Lésions auto-infligées
X85-Y09,Agressions
W22,Heurt contre ou par (un)(d')autre(s) objet(s)
W23,"Compression, écrasement ou blocage dans des objets ou entre des objets"
W27,Contact avec un outil à main non électrique
W25,Contact avec du verre tranchant
W45,Corps étranger ou objet pénétrant dans la peau
W26,Contact avec (un)(d')autre(s) objet(s) tranchant(s)
W26.0,"Contact avec un couteau, une épée ou un poignard"
W26.8,"Contact avec d''autres objets tranchants, non classé ailleurs"
W26.9,"Contact avec un objet tranchant, sans précision"
W46,Contact avec aiguille à usage médical [aiguille hypodermique]
W28,Contact avec tondeuse à gazon à moteur
W86,Exposition à d'autres formes précisées de courant électrique
W29,Contact avec d'autres outils manuels électriques et appareils électro-ménagers
W32,Décharge d'arme de poing
W34,"Décharge d''armes, autres et sans précision"
W33,"Décharge de fusil, de carabine et d''arme de plus grande taille"
W35,Explosion et éclatement d'une chaudière
W36,Explosion et éclatement d'une bouteille de gaz
W37,Explosion et éclatement de pneumatique ou de tuyau sous pression
W38,Explosion et éclatement d'autres appareils précisés sous pression
W39,Projections de feu d'artifice
W40,Explosion d'autres matériaux
W41,Exposition à un jet à haute pression
W42,Exposition au bruit
W43,Exposition aux vibrations
W44,Corps étranger pénétrant dans l'œil ou un orifice naturel
X49,"Intoxication accidentelle par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision"
W49,"Exposition à des forces mécaniques, autres et sans précision"
W50,"Coup, torsion, morsure ou écorchure infligés par un tiers"
X20-X29,Contact avec des animaux venimeux et des plantes vénéneuses
W53,Morsure de rat
W54,Morsure ou coup donné par un chien
W55,Morsure ou coup donné par d'autres mammifères
W56,Contact avec un animal marin
W57,Morsure ou piqure non venimeuse d'insectes et autres arthropodes
W58,Morsure ou coup donné par un crocodile ou un alligator
W59,Morsure ou écrasement par d'autres reptiles
W60,Contact avec des épines de plantes et des feuilles acérées
W64,"Exposition à des forces animées, autres et sans précision"
W65,Noyade et submersion dans une baignoire
W66,Noyade et submersion consécutives à une chute dans une baignoire
W67,Noyade et submersion dans une piscine
W68,Noyade et submersion consécutives à une chute dans une piscine
W70,Noyade et submersion consécutives à une chute dans des eaux naturelles
W74,"Noyade et submersion, sans précision"
W75,Suffocation et strangulation accidentelles dans un lit
W75-W84,Autres accidents affectant la respiration
W76,Autre pendaison et strangulation accidentelles
W77,"Danger pour la respiration dû à un affaissement du sol, une coulée de terre et d''autres substances"
W78,Inhalation du contenu de l'estomac
W79,Inhalation et ingestion d'aliments provoquant une obstruction des voies respiratoires
W80,Inhalation et ingestion d'autres objets provoquant une obstruction des voies respiratoires
W83,Autres dangers pour la respiration
W84,"Danger pour la respiration, sans précision"
W85,Exposition aux lignes électriques
W85-W99,"Exposition au courant électrique, aux rayonnements et à des températures et pressions extrêmes de l''air ambiant"
X30,Exposition à une chaleur naturelle excessive
X31,Exposition à un froid naturel excessif
X32,Exposition à la lumière solaire
X33,Victime de la foudre
X39,"Exposition à des forces de la nature, autres et sans précision"
Y84.2,Acte radiologique et radiothérapie
W87,"Exposition au courant électrique, sans précision"
W88,Exposition aux rayonnements ionisants
W89,Exposition à une source lumineuse artificielle visible et aux ultraviolets
W90,Exposition à d'autres rayonnements non ionisants
W91,"Exposition aux rayonnements, sans précision"
W92,Exposition à une chaleur artificielle excessive
W93,Exposition à un froid artificiel excessif
W99,"Exposition à des facteurs propres à un environnement artificiel, autres et sans précision"
X00-X09,"Exposition à la fumée, au feu et aux flammes"
X97,"Agression par la fumée, le feu et les flammes"
X01,"Exposition à un feu non maitrisé, hors d''un bâtiment ou d''un ouvrage"
X02,"Exposition à un feu maitrisé, dans un bâtiment ou un ouvrage"
X03,"Exposition à un feu maitrisé, hors d''un bâtiment ou d''un ouvrage"
X04,Exposition à l'inflammation d'une substance très inflammable
X05,Exposition à l'inflammation ou la fonte de vêtements de nuit
X06,Exposition à l'inflammation ou la fonte d'autres vêtements et parures
X08,"Exposition à d''autres fumées, feux et flammes précisés"
X09,"Exposition à la fumée, au feu et aux flammes, sans précision"
X10,"Contact avec des boissons, aliments, graisses comestibles et huiles de cuisson brulants"
X10-X19,Contact avec une source de chaleur et des substances brulantes
X11,Contact avec de l'eau bouillante provenant d'un robinet
X12,Contact avec d'autres liquides brulants
X18,Contact avec d'autres métaux chauffés
X13,Contact avec de la vapeur d'eau et des vapeurs brulantes
X14,Contact avec de l'air et des gaz brulants
X15,Contact avec des appareils ménagers brulants
X16,"Contact avec des appareils de chauffage, radiateurs et tuyaux brulants"
X17,"Contact avec des moteurs, des machines et des outils brulants"
X19,"Contact avec des sources de chaleur et des substances brulantes, autres et sans précision"
X20,Contact avec des serpents et des lézards venimeux
X21,Contact avec des araignées venimeuses
X22,Contact avec des scorpions
X23,"Contact avec des frelons, guêpes et abeilles"
X24,Contact avec des centipodes et myriapodes venimeux (tropicaux)
X25,Contact avec d'autres arthropodes venimeux
X26,Contact avec des animaux venimeux marins et des plantes vénéneuses marines
X27,Contact avec d'autres animaux venimeux précisés
X28,Contact avec d'autres plantes vénéneuses précisées
X29,"Contact avec un animal venimeux ou une plante vénéneuse, sans précision"
X30-X39,Exposition aux forces de la nature
X34,Victime d'un tremblement de terre
X34.0,Victime de mouvements telluriques cataclysmiques causés par un tremblement de terre
X34.1,Victime de tsunami
X34.8,Victime d'autres effets précisés de tremblement de terre
X34.9,"Victime de tremblement de terre, sans précision"
X35,Victime d'éruption volcanique
X36,"Victime d''avalanche, glissement de terrain et autres mouvements telluriques"
X37,Victime de tempête cataclysmique
X38,Victime d'inondation
X59.9,Exposition à des facteurs non précisés responsables de lésions autres et non précisées
X40,"Intoxication accidentelle par des analgésiques, antipyrétiques et antirhumatismaux, non opiacés et exposition à ces produits"
X40-X49,Intoxication accidentelle par des substances nocives et exposition à ces substances
Y40-Y59,Médicaments et substances biologiques ayant provoqué des effets indésirables au cours de leur usage thérapeutique
X41,"Intoxication accidentelle par des antiépileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs"
X42,"Intoxication accidentelle par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs"
X43,Intoxication accidentelle par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces substances
X44,"Intoxication accidentelle par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision"
X45,Intoxication accidentelle par l'alcool et exposition à l'alcool
X46,Intoxication accidentelle par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits
X47,Intoxication accidentelle par le monoxyde de carbone et d'autres gaz et émanations et exposition à ces produits
X47.0,Intoxication accidentelle par le monoxyde de carbone issu de gaz d'échappement de moteur
X47.1,Intoxication accidentelle par le monoxyde de carbone issu de gaz domestique
X47.2,Intoxication accidentelle par le monoxyde de carbone issu d'autres combustibles domestiques
X47.3,Intoxication accidentelle par le monoxyde de carbone issu d'autres sources
X47.4,Intoxication accidentelle par le monoxyde de carbone de source non précisée
X47.8,Intoxication accidentelle par d'autres gaz et vapeurs
X47.9,Intoxication accidentelle par gaz et vapeurs non précisés
X48,Intoxication accidentelle par des pesticides et exposition à ces produits
X50,Surmenage et mouvements épuisants ou répétés
X50-X57,"Surmenage, voyages et privations"
X51,Voyage et mouvement
X52,Séjour prolongé en apesanteur
Y06,Délaissement et abandon
X57,"Privation, sans précision"
X58,Exposition à d'autres facteurs précisés
X58-X59,"Exposition accidentelle à des facteurs, autres et sans précision"
X59.0,Exposition à des facteurs non précisés responsables de fracture
X60,"Auto-intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits"
X61,"Auto-intoxication par des antiépileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs"
X62,"Auto-intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs"
X63,Auto-intoxication par d'autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits
X64,"Auto-intoxication par des médicaments et substances biologiques et exposition à ces produits, autres et sans précision"
X65,Auto-intoxication par l'alcool et exposition à l'alcool
X66,Auto-intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits
X67,Auto-intoxication par le monoxyde de carbone et d'autres gaz et émanations et exposition à ces produits
X69,"Auto-intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision"
X76,"Lésion auto-infligée par exposition à la fumée, au feu et aux flammes"
X67.0,Auto-intoxication  par le monoxyde de carbone issu de gaz d'échappement de moteur
X67.1,Auto-intoxication  par le monoxyde de carbone issu de gaz domestique
X67.2,Auto-intoxication par le monoxyde de carbone issu d'autres combustibles domestiques
X67.3,Auto-intoxication par le monoxyde de carbone issu d'autres sources
X67.4,Auto-intoxication par le monoxyde de carbone de source non précisée
X67.8,Auto-intoxication par d'autres gaz et vapeurs
X67.9,Auto-intoxication par gaz et vapeurs non précisés
X68,Auto-intoxication par des pesticides et exposition à ces produits
X70,"Lésion auto-infligée par pendaison, strangulation et suffocation"
X71,Lésion auto-infligée par noyade et submersion
X72,Lésion auto-infligée par décharge d'une arme de poing
X73,"Lésion auto-infligée par décharge de fusil, de carabine et d''arme de plus grande taille"
X74,"Lésion auto-infligée par décharge d''armes à feu, autres et sans précision"
X75,Lésion auto-infligée par utilisation de matériel explosif
X77,"Lésion auto-infligée par exposition à la vapeur d''eau, à des gaz et objets brulants"
X78,Lésion auto-infligée par utilisation d'objet tranchant
X79,Lésion auto-infligée par utilisation d'objet contondant
X80,Lésion auto-infligée par saut dans le vide
X81,Lésion auto-infligée en sautant ou en se couchant devant un objet en mouvement
X82,Lésion auto-infligée par collision d'un véhicule à moteur
X83,Lésion auto-infligée par d'autres moyens précisés
X84,Lésion auto-infligée par un moyen non précisé
X85,Agression par médicaments et substances biologiques
Y35,Intervention de la force publique
Y36,Faits de guerre
X86,Agression par une substance corrosive
X88.8,Agression par d'autres gaz et vapeurs
X87,Agression par des pesticides
X89,Agression par d'autres produits chimiques et nocifs précisés
X88,Agression par le monoxyde de carbone et d'autres gaz et émanations
X88.0,Agression  par le monoxyde de carbone issu de gaz d'échappement de moteur
X88.1,Agression  par le monoxyde de carbone issu de gaz domestique
X88.2,Agression par le monoxyde de carbone issu d'autres combustibles domestiques
X88.3,Agression par le monoxyde de carbone issu d'autres sources
X88.4,Agression par le monoxyde de carbone de source non précisée
X88.9,Agression par gaz et vapeurs non précisés
X90,"Agression par un produit chimique ou nocif, sans précision"
X91,"Agression par pendaison, strangulation et suffocation"
X92,Agression par noyade et submersion
X93,Agression par arme de poing
X94,"Agression par fusil, carabine et arme de plus grande taille"
X95,"Agression par des armes à feu, autres et sans précision"
X96,Agression par matériel explosif
X98,"Agression par la vapeur d''eau, des gaz et objets brulants"
X99,Agression par objet tranchant
Z34,Surveillance d'une grossesse normale
Z35,Surveillance d'une grossesse à haut risque
XXI,Facteurs influant sur l'état de santé et motifs de recours aux services de santé
Y00,Agression par objet contondant
Y01,Agression par précipitation dans le vide
Y02,Agression en poussant ou plaçant la victime devant un objet en mouvement
Y04,Agression par la force physique
Y05,Agression sexuelle par la force physique
Y06.0,Par le conjoint ou le partenaire
Y06.1,Par un(e) parent(e)
Y06.2,Par une relation ou un(e) ami(e)
Y06.8,Par d'autres personnes précisées
Y06.9,Par une personne non précisée
Y07,Autres mauvais traitements
Y07.0,Par le conjoint ou le partenaire
Y07.1,Par un(e) parent(e)
Y07.2,Par une relation ou un(e) ami(e)
Y07.3,Par des autorités officielles
Y07.8,Par d'autres personnes précisées
Y07.9,Par une personne non précisée
Y08,Agression par d'autres moyens précisés
Y09,Agression par un moyen non précisé
Y10,"Intoxication par des analgésiques, antipyrétiques et antirhumatismaux non opiacés et exposition à ces produits, intention non déterminée"
Y10-Y34,Evénements dont l'intention n'est pas déterminée
Y11,"Intoxication par des antiépileptiques, sédatifs, hypnotiques, antiparkinsoniens et psychotropes et exposition à ces produits, non classés ailleurs, intention non déterminée"
Y12,"Intoxication par des narcotiques et psychodysleptiques [hallucinogènes] et exposition à ces produits, non classés ailleurs, intention non déterminée"
Y13,"Intoxication par d''autres substances pharmacologiques agissant sur le système nerveux autonome et exposition à ces produits, intention non déterminée"
Y14,"Intoxication par des médicaments et substances biologiques, autres et sans précision et exposition à ces produits, intention non déterminée"
Y15,"Intoxication par l''alcool et exposition à l''alcool, intention non déterminée"
Y16,"Intoxication par des solvants organiques et des hydrocarbures halogénés et leurs émanations et exposition à ces produits, intention non déterminée"
Y43.2,Produits antitumoraux naturels
Y43.4,Agents immunosuppresseurs
Y17,"Intoxication par le monoxyde de carbone et d''autres gaz et émanations et exposition à ces produits, intention non déterminée"
Y19,"Intoxication par des produits chimiques et substances nocives et exposition à ces produits, autres et sans précision, intention non déterminée"
Y26,"Exposition à la fumée, au feu et aux flammes, intention non déterminée"
Y17.0,"Intoxication  par le monoxyde de carbone issu de gaz d''échappement de moteur, intention non déterminée"
Y17.1,Intoxication  par le monoxyde de carbone issu de gaz domestique
Y17.2,"Intoxication par le monoxyde de carbone issu d''autres combustibles domestiques, intention non déterminée"
Y17.3,"Intoxication par le monoxyde de carbone issu d''autres sources, intention non déterminée"
Y17.4,"Intoxication par le monoxyde de carbone de source non précisée, intention non déterminée"
Y17.8,Intoxication par d'autres gaz et vapeurs
Y17.9,Intoxication par gaz et vapeurs non précisés
Y18,"Intoxication par des pesticides et exposition à ces produits, intention non déterminée"
Y20,"Pendaison, strangulation et suffocation, intention non déterminée"
Y21,"Noyade et submersion, intention non déterminée"
Y22,"Décharge d''une arme de poing, intention non déterminée"
Y23,"Décharge de fusil, de carabine et d''arme de plus grande taille, intention non déterminée"
Y24,"Décharge d''armes à feu, autres et sans précision, intention non déterminée"
Y25,"Contact avec matériel explosif, intention non déterminée"
Y27,"Contact avec de la vapeur d''eau, des gaz et objets brulants, intention non déterminée"
Y28,"Contact avec objet tranchant, intention non déterminée"
Y29,"Contact avec objet contondant, intention non déterminée"
Y30,"Chute, saut ou précipitation dans le vide, intention non déterminée"
Y31,"Lésion traumatique par un objet en mouvement (la victime étant tombée ou couchée devant l''objet ou entrée en collision avec celui-ci), intention non déterminée"
Y32,"Collision de véhicule à moteur, intention non déterminée"
Y33,"Autres événements précisés, intention non déterminée"
Y34,"Evénement sans précision, intention non déterminée"
Y35-Y36,Intervention de la force publique et faits de guerre
Y35.0,Intervention de la force publique impliquant l'usage d'armes à feu
Y35.1,Intervention de la force publique impliquant l'usage d'explosifs
Y35.2,Intervention de la force publique impliquant l'usage de gaz
Y35.3,Intervention de la force publique impliquant l'usage d'objets contondants
Y35.4,Intervention de la force publique impliquant l'usage d'objets tranchants
Y35.5,Exécution légale
Y35.6,Intervention de la force publique impliquant d'autres moyens précisés
Y35.7,"Intervention de la force publique, moyen non précisé"
Y36.0,Faits de guerre impliquant l'explosion d'armes navales
Y36.1,Faits de guerre impliquant la destruction d'aéronef
Y36.2,Faits de guerre impliquant d'autres explosions et éclats
Y36.3,"Faits de guerre impliquant des incendies, des conflagrations et des produits brulants"
Y36.4,Faits de guerre impliquant le tir d'armes à feu et autres moyens de type classique
Y36.5,Faits de guerre impliquant des armes nucléaires
Y36.6,Faits de guerre impliquant des armes biologiques
Y36.7,Faits de guerre impliquant des armes chimiques et autres moyens non classiques
Y36.8,Faits de guerre survenu après la cessation des hostilités
Y36.9,"Faits de guerre, sans précision"
Y40,Antibiotiques systémiques
Y43.3,Autres médicaments antitumoraux
Y56,"Substances à usage topique agissant essentiellement sur la peau et les muqueuses, médicaments à usage ophtalmologique, oto-rhino-laryngologique et dentaire"
Y40-Y84,Complications de soins médicaux et chirurgicaux
Y60-Y69,Accidents et complications au cours d'actes médicaux et chirurgicaux
Y40.0,Pénicillines
Y40.1,Céphalosporines et autres bêtalactamines
Y40.2,Groupe du chloramphénicol
Y40.3,Macrolides
Y40.4,Tétracyclines
Y40.5,Aminosides
Y40.6,Rifamycines
Y40.7,Antibiotiques antifongiques systémiques
Y40.8,Autres antibiotiques systémiques
Y40.9,"Antibiotique systémique, sans précision"
Y41,Autres antiinfectieux et antiparasitaires systémiques
Y41.0,Sulfamides
Y41.1,Antimycobactériens
Y41.2,Antipaludiques et médicaments agissant sur d'autres protozoaires du sang
Y41.8,Autres antiinfectieux et antiparasitaires systémiques précisés
Y41.3,Autres antiprotozoaires
Y41.4,Antihelminthiques
Y41.5,Antiviraux
Y43.1,Antimétabolites antitumoraux
Y46.7,Antiparkinsoniens
Y41.9,"Anti-infectieux et antiparasitaire systémiques, sans précision"
Y42,"Hormones et leurs substituts synthétiques et antagonistes, non classés ailleurs"
Y54.7,Médicaments agissant sur le métabolisme du calcium
Y55.0,Ocytociques
Y42.0,Glucocorticoïdes et analogues synthétiques
Y42.1,Hormones thyroïdiennes et leurs dérivés
Y42.2,Antithyroïdiens
Y42.3,Insuline et hypoglycémiants oraux [antidiabétiques]
Y42.4,Contraceptifs oraux
Y42.5,Autres œstrogènes et progestatifs
Y42.6,"Antigonadotrophines, antiœstrogènes, antiandrogènes, non classés ailleurs"
Y42.7,Androgènes et autres anabolisants
Y42.8,"Hormones et leurs substituts synthétiques, autres et sans précision"
Y42.9,"Antagonistes hormonaux, autres et sans précision"
Y43,Substances d'action pharmacologique essentiellement systémique
Y57.7,"Vitamines, non classées ailleurs"
Y43.0,Antiallergiques et antiémétiques
Y49.3,Antipsychotiques phénothiaziniques et neuroleptiques
Y43.8,"Autres substances d''action pharmacologique essentiellement systémique, non classées ailleurs"
Y43.9,"Substance d''action pharmacologique essentiellement systémique, sans précision"
Y44,Substances agissant essentiellement sur les constituants du sang
Y44.0,Préparations à base de fer et autres préparations prescrites dans les anémies hypochromes
Y44.1,"Vitamine B_12, acide folique et autres préparations prescrites dans les anémies mégaloblastiques"
Y44.2,Anticoagulants
Y44.3,"Antagonistes des anticoagulants, vitamine K et autres coagulants"
Y44.4,Antithrombotiques [inhibiteurs de l'agrégation plaquettaire]
Y45.1,Salicylés
Y52.3,"Vasodilatateurs coronariens, non classés ailleurs"
Y44.5,Thrombolytiques
Y44.6,Sang naturel et produits sanguins
Y59.3,Immunoglobulines
Y44.7,Succédanés du plasma
Y44.9,"Substances agissant essentiellement sur les constituants du sang, autres et sans précision"
Y45,"Médicaments analgésiques, antipyrétiques et antiinflammatoires"
Y45.0,Opioïdes et analgésiques apparentés
Y45.2,Dérivés de l'acide propionique
Y45.3,Autres antiinflammatoires non stéroïdiens [AINS]
Y45.4,Antirhumatismaux
Y45.5,Dérivés du 4-aminophénol
Y45.8,Autres médicaments analgésiques et antipyrétiques
Y45.9,"Médicament analgésique, antipyrétique et antiinflammatoire, sans précision"
Y46,Antiépileptiques et antiparkinsoniens
Y47.0,"Barbituriques, non classés ailleurs"
Y47.1,Benzodiazépines
Y47.3,Paraldéhyde
Y54.2,Inhibiteurs de l'anhydrase carbonique
Y46.0,Succinimides
Y46.1,Oxazolidine-diones
Y46.2,Dérivés de l'hydantoïne
Y46.3,Désoxybarbituriques
Y46.4,Iminostilbènes
Y46.5,Acide valproïque
Y46.6,"Antiépileptiques, autres et sans précision"
Y46.8,Myorelaxants d'action centrale
Y47,"Sédatifs, hypnotiques et tranquillisants"
Y48.1,Anesthésiques par voie parentérale
Y47.2,Dérivés du chloral
Y47.4,Dérivés du brome
Y47.5,"Sédatifs et hypnotiques en association, non classés ailleurs"
Y47.8,"Autres sédatifs, hypnotiques et tranquillisants"
Y47.9,"Sédatif, hypnotique et tranquillisant, sans précision"
Y48,Anesthésiques et gaz thérapeutiques
Y48.0,Anesthésiques inhalés
Y48.2,"Anesthésiques généraux, autres et sans précision"
Y48.3,Anesthésiques locaux
Y48.4,"Anesthésiques, sans précision"
Y48.5,Gaz thérapeutiques
Y49,"Médicaments psychotropes, non classés ailleurs"
Y50.2,"Méthylxanthines, non classés ailleurs"
Y57.0,Dépresseurs de l'appétit [anorexigènes]
Y49.0,Antidépresseurs tricycliques et tétracycliques
Y49.1,Antidépresseurs inhibiteurs de la mono-amine-oxydase
Y49.2,"Antidépresseurs, autres et sans précision"
Y49.4,Neuroleptiques à base de butyrophénone et de thioxanthène
Y49.5,Autres antipsychotiques et neuroleptiques
Y52.5,"Autres antihypertenseurs, non classés ailleurs"
Y49.6,Psychodysleptiques [hallucinogènes]
Y49.7,Psychostimulants pouvant faire l'objet d'un abus
Y49.8,"Autres médicaments psychotropes, non classés ailleurs"
Y49.9,"Médicament psychotrope, sans précision"
Y50,"Stimulants du système nerveux central, non classés ailleurs"
Y50.0,Analeptiques
Y50.1,Antagoniste des opioïdes
Y55.6,"Antiasthmatiques, non classés ailleurs"
Y50.8,Autres stimulants du système nerveux central
Y50.9,"Stimulant du système nerveux central, sans précision"
Y51,Médicaments agissant essentiellement sur le système nerveux autonome
Y51.0,Anticholinestérasiques
Y51.1,Autres parasympathicomimétiques [cholinergiques]
Y51.2,"Ganglioplégiques, non classés ailleurs"
Y51.3,"Autres parasympathicolytiques [anticholinergiques et antimuscariniques] et spasmolytiques, non classés ailleurs"
Y51.4,"Agents principalement alphasympathicomimétiques, non classés ailleurs"
Y51.5,"Agents principalement bêtasympathicomimétiques, non classés ailleurs"
Y51.6,"Alphabloquants, non classés ailleurs"
Y51.7,"Bêtabloquants, non classés ailleurs"
Y51.8,"Agents bloquants neuronaux adrénergiques et d''action centrale, non classés ailleurs"
Y51.9,"Médicaments agissant essentiellement sur le système nerveux autonome, autres et sans précision"
Y52,Substances agissant essentiellement sur le système cardiovasculaire
Y52.0,Glucosides cardiotoniques et médicaments d'action similaire
Y52.1,Inhibiteurs calciques
Y52.2,"Autres antiarythmisants, non classés ailleurs"
Y52.4,Inhibiteurs de l'enzyme de conversion
Y52.6,Antihyperlipidémiants et antiartériosclérosants
Y52.7,Vasodilatateurs périphériques
Y52.8,"Substances antivariqueuses, y compris les agents sclérosants"
Y52.9,"Substances agissant essentiellement sur le système cardiovasculaire, autres et sans précision"
Y53,Substances agissant essentiellement sur le tractus gastro-intestinal
Y53.0,Inhibiteur des récepteurs histaminique H_2
Y53.1,Autres antiacides et antisécrétoires gastriques
Y53.2,Laxatifs stimulants
Y53.3,Laxatifs salins et osmotiques
Y53.4,Autres laxatifs
Y53.5,Médicaments facilitant la digestion
Y53.6,Antidiarrhéiques
Y53.7,Emétiques
Y53.8,Autres substances agissant essentiellement sur le tractus gastro-intestinal
Y85-Y89,Séquelles de causes externes de morbidité et de mortalité
Y53.9,"Substance agissant essentiellement sur le tractus gastro-intestinal, sans précision"
Y54,"Médicaments agissant essentiellement sur le métabolisme de l''eau, des sels minéraux et de l''acide urique"
Y54.0,Minéralocorticoïdes
Y54.1,Antagonistes des minéralocorticoïdes [antagonistes de l'aldostérone]
Y54.3,Dérivés de la benzothiadiazine
Y54.4,Diurétiques de l'anse
Y54.5,Autres diurétiques
Y54.6,"Produits agissant sur l''équilibre électrolytique, calorique et hydrique"
Y54.8,Médicaments agissant sur le métabolisme de l'acide urique
Y54.9,"Sels minéraux, non classés ailleurs"
Y55,Substances agissant essentiellement sur les muscles lisses et striés et l'appareil respiratoire
Y55.1,Myorelaxants
Y55.2,"Médicaments agissant essentiellement sur les muscles, autres et sans précision"
Y55.3,Antitussifs
Y55.4,Expectorants
